car_name,SKU,page_name,max_qty,current_qty,image_url,price
Hot Wheels Premium Car Culture Canyon Warriors – '74 Volvo 142 GL,HKC53,hot-wheels-car-culture-circuit-legends-vehicles-74-volvo-142-gl-hkc53,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/hpztrze6vttj5mu2gdus_600x600.jpg,6.5
Hot Wheels Premium Car Culture Canyon Warriors – Ford Sierra RS Cosworth,HKC54,hot-wheels-car-culture-circuit-legends-vehicles-ford-sierra-rs-cosworth-hkc54,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/y3y87eyxtks3isvnuqtn_0ee640a5-7223-4ee3-8b90-91565327562f_600x600.jpg,6.5
Hot Wheels Premium Car Culture Spettacolare Lamborghini Countach LP 5000 QV,HKC47,hot-wheels-car-culture-circuit-legend-lamborghini-countach-lp-5000-qv-hkc47,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/fetwpb4eka86kowq8rvz_600x600.jpg,6.5
Hot Wheels Premium Car Culture Spettacolare – Lancia Stratos,HKC49,hot-wheels-car-culture-circuit-legend-lancia-stratos-hkc49,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/x13ev8b3mmxfpgyk3yuy_600x600.jpg,6.5
Hot Wheels Premium Car Culture Spettacolare – Alfa Romeo Giulia Sprint GTA,HKC50,hot-wheels-car-culture-circuit-legend-alfa-giulia-sprint-gta-hkc50,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/uf5mwyyzwwd6yemngrjf_600x600.jpg,6.5
Hot Wheels Premium Car Culture Spettacolare – Alfa Romeo 155 V6 Ti,HKC48,hot-wheels-car-culture-circuit-legend-alfa-romero-155-v6-ti-hkc48,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/HKC48_PIP_FE_23_001_4LB_600x600.jpg,6.5
Hot Wheels Premium Car Culture Dragstrip Demons Container Set,HFF48,hot-wheels-lions-roar-container-set-hff48,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/rgbpgkq4nix7ve7qlukk_c1cded93-c5bd-4b4a-9771-27d2f852d5c6_600x600.jpg,38
Hot Wheels Star Wars Starships Select Millenium Falcon Vehicle ,HHR22,hot-wheels-star-wars-starships-select-x-millennium-falcon-vehicle-hhr22,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/nmwk1nvuodaygszccaz8_600x600.jpg,14
"Hot Wheels Fast &amp; Furious Premium Series, Dodge Charger Hellcat",HNW50,hot-wheels-fast-furious-dodge-charger-hellcat-hnw50,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/axfw2dfpeietnoichg8z_600x600.jpg,6.5
"Hot Wheels Fast &amp; Furious Premium Series, Lykan Hypersport",HNW49,hot-wheels-fast-furious-lyman-hypersport-hnw49,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/iokoqsgbr77pkbezitmj_600x600.jpg,6.5
Hot Wheels Premium Car Culture 2-Pack – Lexus + Subaru ,HKF51,hot-wheels-premium-car-culture-2-pack-hkf51,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/ccxrmq7az14il2jvlcnk_600x600.jpg,13
Hot Wheels: Ultimate Challenge Nissan Skyline GT-R (R33),HYH22,hot-wheels-ultimate-challenge-nissan-skyline-gt-r-r33-hyh22,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/vyxlyhcdquqabgnnpmbo_600x600.jpg,20
"Hot Wheels Mario Kart Characters and Die-Cast Kart Vehicles, Set of 4",GLN53,hot-wheels-mario-kart-die-cast-4-pack-gln53,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/p204378cgw8msri2jmye_0e3a6c10-f6c0-449f-8d1c-1451a246a84a_600x600.jpg,24
"Hot Wheels Fast &amp; Furious Premium Series, 1969 Chevy Camaro",HKD24,hot-wheels-cars-premium-fast-furious-car-hkd24,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/mt8sejf4xo5nlmjtsyd9_ea3a7c84-6fb1-4a1e-8672-a3cb89f6b87c_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Lamborghini Countach LPI 800-4,HKC40,hot-wheels-car-culture-circuit-legends-hkc40,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/fruyly5v6lptpmolqsiv_600x600.jpg,6.5
Hot Wheels Premium Car Culture 2-Pack - Nissan Skylines,HKF49,hot-wheels-premium-car-culture-2-pack-hkf49,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/pix067cv7yggverkljbv_600x600.jpg,13
"Hot Wheels Premium Car Culture 2-Pack, Belvedere and Coronet",HKF56,hot-wheels-premium-car-culture-2-pack-hkf56,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/oukexpokc78kioiyjs3e_600x600.jpg,13
"Hot Wheels Premium Collector Set, 3 Nissan Skyline Cars &amp; 1 Transporter",HKC16,hot-wheels-premium-collector-display-sets-hkc16,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/gq9zzqmir9t621jb4mib_600x600.jpg,33
RLC Exclusive ’66 Super Nova,HNL16,rlc-exclusive-66-super-nova-hnl16,-3,-3,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/mqn3rkxkfn6j8od2vnwr_df787d23-603f-4c20-a503-fcf1ee31fff3_600x600.jpg,25
HWC Special Edition ’55 Chevy Bel Air Gasser,HGW21,hwc-special-edition-55-chevy-bel-air-gasser-hgw21,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/dlnemkedaj0bm9cjainr_600x600.jpg,25
Hot Wheels Retro Entertainment Casino Royale 007 Aston Martin DBS,HKC21,hot-wheels-retro-entertainment-casino-royale-007-aston-martin-dbs-hkc21,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/f9wjhl3rclvaqnkcwtvt_600x600.jpg,6.5
Hot Wheels Retro Entertainment Back to the Future 1987 Toyota Pickup Truck,HKC20,hot-wheels-retro-entertainment-back-to-the-future-1987-toyota-pickup-truck-hkc20,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/vvegovhvydnjdbkvhdmk_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Vehicles Ford GT LM,HKC46,hot-wheels-car-culture-pininfarina-alfa-33-concept-hkc46,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/ewdw9z1gpbfoaw324dvz_600x600.jpg,6.5
Hot Wheels RC Barbie Corvette,HPW40,hot-wheels-rc-barbie-corvette-hpw40,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/bsqdlve2cjmskyhxnj8p_600x600.jpg,55
Hot Wheels Premium Collector Set,GMH39M,hot-wheels-premium-collector-set-gmh39,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/hzejvkzad6hxipuwk8n5_600x600.jpg,30
"Hot Wheels Premium Collector Display Sets, 3 Cars &amp; 1 Transporter",HKC15,hot-wheels-premium-collector-display-sets-hkc15,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/eladdxi9m0cn04njpxzj_600x600.jpg,33
"Hot Wheels MARIOKART Vehicle + Glider, Set of 3",HDB37B,hot-wheels-mariokart-vehicle-glider-set-of-3-hdb37,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/zvidtqokntjag7vkptpj_600x600.jpg,24
Hot Wheels® Mario Kart™ 4-PK Assortment,GWB36,hot-wheels-mario-kart-4-pk-assortment-gwb36,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/zokvbqrs7eqn57xfhzcf_600x600.jpg,24
"Hot Wheels Strasse, Autobahn, Autostrasse Container Set",HFF47,hw-alpine-run-container-set-hff47,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/sq8gokbzk0kmaxqn5zu5_600x600.jpg,38
Hot Wheels Car Culture Circuit Legend Nissan 300ZX Twin Turbo,HCK12,hot-wheels-car-culture-circuit-legend-nissan-300zx-twin-turbo-hck12,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/j7yfoqu6sp3vreq7lhn9_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legend Toyota Starlet 1981,HCK11,hot-wheels-car-culture-circuit-legend-toyota-starlet-1981-hck11,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/hs95f2cig8bekmkmkcdm_600x600.jpg,6.5
Hot Wheels Car Culture Subaru WRX STI 22B,HCK14,hot-wheels-car-culture-subaru-wrx-sti-22b-hck14,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/zcwbemom6ylmoln9cmj9_600x600.jpg,6.5
Hot Wheels Car Culture Mazda RX7 FD Twin Turbo,HCK13,hot-wheels-car-culture-mazda-rx7-fd-twin-turbo-hck13,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/x5hsqgjcagmsbqn3wy2q_600x600.jpg,6.5
"Hot Wheels Fast and Furious Premium Series, Nissan Skyline GTR",HKD21,hot-wheels-fast-and-furious-premium-series-nissan-skyline-gtr-hkd21,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ohzeqigrsw0xkdetpfao_600x600.jpg,6.5
"Hot Wheels Fast &amp; Furious Premium Series, Mazda RX-7 FD",HKD22,hot-wheels-fast-furious-premium-series-mazda-rx-7-fd-hkd22,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/tuqjkwwhi3ivaj33rrei_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Porsche 911 GT3,HKC44,hot-wheels-car-culture-circuit-legends-hkc44,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/utq9gg3dokbmgzxtxvmp_600x600.jpg,6.5
Hot Wheels Premium Car Culture Speed Machines – Pagani Zonda R,HKC42,hot-wheels-car-culture-circuit-legends-hkc42,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ppaiopliho5zpuj7e3en_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Lamborghini Veneno,HKC41,hot-wheels-car-culture-circuit-legends-hkc41,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/qpbq5xuwhbndkiek33ar_600x600.jpg,6.5
Hot Wheels Premium Car Culture Speed Machines – McLaren 720S,HKC43,hot-wheels-car-culture-circuit-legends-hkc43,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/b7cy6pb70e0wab0h8o5h_600x600.jpg,6.5
"Hot Wheels Fast &amp; Furious Premium Series, Porsche Cayman GT4",HKD20,hot-wheels-fast-furious-premium-series-porsche-cayman-gt4-hkd20,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/toikue86jucgjsrfolyc_600x600.jpg,6.5
Hot Wheels Car Culture Alpine A110,HCK17,hot-wheels-car-culture-alpine-a110-hck17,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/suzxaieocewomi2pivub_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Vehicles ’74 Volvo 142 GL,HCJ87,hot-wheels-car-culture-circuit-legends-hcj87,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/giw0vz92tduxnt28fphg_600x600.jpg,6.5
Hot Wheels Rift Rally – Collectors Edition,HXB18,hot-wheels-rift-rally-collectors-edition-hxb18,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/fpubahn05dvkebouhzbh_3638b897-e8d0-400f-8f06-670af57327e2_600x600.jpg,150
2023 RLC Membership ’93 Ford Cobra R,HWRLC2023,2023-rlc-membership-93-ford-cobra-r-hwrlc2023,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/o1y3adx9k2sg7fpsr0ql_67c3e256-7c72-428b-87a4-54f6dba8af6a_600x600.jpg,25
"HOT WHEELS MARIOKART, 4 Pack with 1 Exclusive Kart",HDB25,hot-wheels-mariokart-4-pack-with-1-exclusive-kart-hdb25,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/qiusrxjfgfijhpjqbq0w_b4f6e5fe-01bc-49df-b54d-f260f7af83a1_600x600.jpg,16
Hot Wheels Mario Kart Vehicles 4-Pack,HDB24,hot-wheels-mariokart-4-pack-with-1-exclusive-kart-hdb24,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/z4cxhzxl07astpb2wv1d_aaf13600-c325-4348-8c16-79559c53fef3_600x600.jpg,24
Hot Wheels Mario Kart Vehicles 4-Pack,HDB23,hot-wheels-mariokart-vehicles-4-pack-hdb23,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/v94lsej0dozbbvygixly_1ae6e5cf-6b54-4e1d-928c-17f267ab1ba1_600x600.jpg,24
Hot Wheels Car Culture Circuit Legends Vehicles - BWM M3,HCK19,hot-wheels-car-culture-circuit-legends-vehicles-hck19,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/hmhdnkgdt8hf1l2ge1ua_4d1b9f5f-f31c-4eb5-9bb6-19b8d7c199bd_600x600.jpg,6.5
Hot Wheels Car Culture Circuit Legends Vehicles - ‘71 Mercedes-Benz 280 SEL 4.5,HCK18,hot-wheels-car-culture-circuit-legends-vehicles-hck18,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ugsr3phjb81k0mkfrccm_600x600.jpg,6.5
Hot Wheels Mario Kart Vehicles 3-Pack,HDB39,hot-wheels-mario-kart-vehicles-set-of-3-hdb39,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/zfhkcrk7tcu2pzehkump_600x600.jpg,24
Hot Wheels Sanrio Character Cars 5-Pack,HGP04,hot-wheels-sanrio-character-cars-set-of-5-hgp04,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ynpkdbgkv4a9wdurehpm_600x600.jpg,23
Hot Wheels Disney Princess Character Cars 5-Pack,HGP05,hot-wheels-disney-princess-character-cars-set-of-5-hgp05,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ag2qbxk63d1zl2umdun4_600x600.jpg,23
Hot Wheels Star Wars Starships Select X-wing Fighter (Red Five),HHR15,hot-wheels-star-wars-starships-select-x-wing-fighter-red-five-hhr15,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ytfglaak29aqmsq1fgll_600x600.jpg,14
Hot Wheels Super Mario Character Cars 5-Pack,HGP02,hot-wheels-super-mario-character-cars-set-of-5-hgp02,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/zk70krujv33nvafrshaz_600x600.jpg,23
Hot Wheels Star Wars Starships Select Razor Crest,HHR18,hot-wheels-star-wars-starships-select-razor-crest-hhr18,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/products/ehlbqhwdjg8uvvgkjqo1_600x600.jpg,14
Hot Wheels Star Wars Starships Select Boba Fett's Starship,HHR17,hot-wheels-star-wars-starships-select-boba-fetts-starship-hhr17,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/klkjhylfpkpvzkw8pjkm_600x600.jpg,14
Hot Wheels Star Wars Starship Vehicles 3-Pack,HDY15,hot-wheels-star-wars-classic-x-wing-hdy15,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/tbhvuhko6mudvcz4nqys_600x600.jpg,20
Hot Wheels Marvel Iron Man &amp; Hulkbuster Vehicles,DMH93,hot-wheels-marvel-iron-man-hulkbuster-vehicles-dmh93,0,0,https://cdn.shopify.com/s/files/1/0568/1132/3597/files/ebemwkkbtskxstak5lje_600x600.jpg,40
